,filename,Total Energy Consumption in Production,Energy Consumption per Vehicle Production,Total Water Usage,Total Wastewater Volume Generated,Water Recycling and Reuse Rate,Total GHG Emissions,GHG Emissions and Intensity per Vehicle,Total Manufacturing Waste Generation,Waste Recycling and Diversion Rate,Battery Recycling Rate,Employee Count,Employee Turnover Rate,Number of Workplace Accidents,Employee Injury Rate,Average Training Hours/Employee,Training Investment/Employee,Workforce Gender Ratios,Workforce Minority Ratios,Number of Corruption Incidents,Anti-corruption Compliance Rate,Number of Anti-competitive Practices,Monetary Value of Fines Imposed,Political Contributions and Lobbying Expenditures,Number of Marketing Compliance and Ethical Advertising Violation Incidents,Sales-weighted Average Fuel Economy/Emissions,Zero Emission and Alternative Fuel Vehicle Sales,Narrative on Sustainability Goals and Actions,Progress Updates on Emission Reduction Targets,Disclosure on Renewable Energy Initiatives and Resource Efficiency Practices,Narrative on Workforce Diversity Employee Well-being and Safety,Disclosure on Community Engagement and Social Impact Initiatives,Narrative on Governance Framework and Board Diversity,Disclosure on ESG Risk Management and Stakeholder Engagement,Narrative on Innovations in Sustainable Technologies and Product Design,Disclosure on Sustainable Supply Chain Management Practices,size
29,"../data/processed/Auto Parts-Meritor, Inc-2021 Sustainability Report.txt",593432.5833333333,,,,,161108.0,,79160.08,0.9588,,,,,,,,0.16,0.31,,,,,,,,,,Collected fiscal year 2021 base year greenhouse gas emissions data for scope 1 and 2 Scope 1 and 2 emissions data validated by limited assurance from a third party Set emissions reduction targets Disclose greenhouse gas emissions data for scope 1 and 2 Validation of emissions data by a third party Measure progress toward emission reduction goals Plan to align with Science Based Targets initiative (SBTi) Identify relevant categories to compile and quantify scope 3 greenhouse gas emissions,,"Our year-long Impact Mentoring program for high potential talent from underrepresented groups also provides mentees with individualized development opportunities that support our internal development pipelines for diverse talent. Currently, there are 16 employees from underrepresented groups in the pilot program, which concluded in March 2022. At mid-program, 100% of surveyed mentees in the program felt that the experience met their needs and one participant had already been promoted to a director-level position.","Meritor is making a positive difference in people’s lives through charitable giving, employee contributions and volunteerism. We support programs as diverse as training service dogs for military veterans, workplace development and STEM (science, technology, engineering and mathematics) education for individuals in underserved communities.","The Board currently provides for the separation of the offices of chairman and chief executive officer. Jeffrey Craig, former director and executive chairman, retired effective Dec. 2021, at which time the number of directors was reduced to ten. Upon Craig’s retirement, William Newlin became the independent chairman of the Board. The Board has established independence standards for directors, which are set forth in the company’s guidelines on corporate governance and are identical to the standards prescribed in the corporate governance rules of the New York Stock Exchange. There are nine independent directors, including the chairman.",Risk management strategies now encompass due diligence for Uyghur forced labor and updated materiality matrices that include EV transition risks.,,,Large
30,../data/processed/Auto Parts-MANDO-2020 Sustainability Report.txt,,,491144.0,272198.0,,78569.0,,,0.8420000000000001,,11764.0,,,0.18,26.0,,0.09,,20.0,,,1.67,,,,,,"Mando sets up company-wide greenhouse gas reduction goals and establishes core strategic tasks to contribute to the global efforts to respond to climate change under Post-2020. Meanwhile, Mando promotes and manages outcomes of the climate change response system, greenhouse gas management, and energy-saving activities at each worksite.","Mando has been expanding renewable energy to attain a carbon neutral goal. The Iksan site leads low-carbon power supply by leasing the business site for external institutions to install and operate the solar photovoltaic system. Mando strives to achieve ‘Zero Waste Factories’ with reduction of power waste during non-operating hours through the ‘Activities to Stop Five Wastes’ including shutoff of air valve in the production waiting line, turning off the lighting, and prevention of idling of air conditioning devices.","Mando offers a flexible working environment in order that members can maintain a stable work-life balance. Mando allows employees to work flexibly by selecting the time they start and end work according to their own job characteristics. Mando has a guaranteed minimum rest system that allows employees who leave work after 21:00 to come to work after at least 12 hours. In principle, Mando avoids working after 22:00. Moreover, Mando helps employees to maintain work-life balance through half-day and annual leaves, long weekends, and summer vacations. Instead of limiting the workplace to the office, Mando also allows employees to work in other places, including home, where they can concentrate better.","In consideration of business field, Mando established social contribution strategies which focus on tackling social challenges and implemented various and innovative social contribution programs. In addition, Mando is striving to assess the impact of social contribution programs on the society by measuring the outcomes of programs.","Mando’s Board of Directors is composed according to Article 33 of the Articles of Incorporation, which stipulates that the Board of Directors shall be composed of three or more directors, and that one fourth of them must be external directors. If the total assets are over KRW 2 trillion at the end of the most recent fiscal year, the number of external directors shall be three or more and shall account for more than half of the total number of directors. Mando’s Board of Directors is composed of three internal directors and four external directors, making a total of seven members as of March 2021. The CEO holds the position of the chair considering his·her expertise in the automotive industry and past experience. The tenure for directors is three years, and a maximum of six years for external directors in the case of a reappointment.",Mando operates an integrated supply chain management system to enhance the competitiveness and manage risks of our partners. Mando assesses and manages our business partners based on various evaluation criteria. We plan to increase the weight of ESG evaluation criteria with a purpose to spread ESG management in our business ecosystem.,,,Large
31,"../data/processed/Auto Parts-Monro, Inc-2023 ESG Report.txt",,,,,,,,,,,,,,,,,0.09,0.36,,,,,,,,,,,"While the source of our energy usage is somewhat dependent on our direct utility contracts, we explore the use of renewable energy sources where possible. We have begun participating in community solar projects where they are offered, such as in some of our locations in New York State and Minnesota, for a total of 135 stores.",,,"As part of our commitment to SHAREHOLDER VALUE we continue to evaluate our governance practices. Monro’s corporate governance practices help to promote strong Board and management accountability and to create long-term value for our diverse set of stakeholders. Our Board of Directors oversees and monitors important governance issues, including risk management, board composition and refreshment, executive compensation, and ESG matters. Our governance framework and practices, which are rooted in our commitment to operating with integrity, are enshrined within our Corporate Governance Guidelines and Code of Ethics. Detailed information on our corporate governance structures, processes, and practices can be found in our Fiscal 2023 Proxy Statement. Led by an independent Chair, the Board fulfills its mandate directly and through its four standing committees, three of which are composed solely of independent directors. Each committee is responsible for certain aspects of risk oversight. Currently (as of May 2023) the Board consists of eight members, seven of whom are classified as independent under the Nasdaq listing standards and the Board’s own independence guidelines. Members have a wide range of experience, skill sets, and diverse perspectives to support our long-term strategic goals. To ensure new ideas and fresh perspectives are added, the Board considers ongoing refreshment to be important. Five new directors, four of them independent, have joined the Board since 2017.",,,,Large
32,../data/processed/Auto Manufacturers - Major-Rivian-2023 Environmental and Social Metrics Report.txt,253505.0,,,,,4439962.0,,,,,16790.0,,,,,,0.22399999999999998,0.18100000000000002,,,,,,,,,,,,,,,,,,Large
33,../data/processed/Auto Parts-Dana Incorporated-2023 Sustainability and Social Responsibility Report.txt,1817941.3888888888,,,,,135503446000.0,,,,,42000.0,,,,,,,,18.0,,,,,,,,,"Advancing climate action including a net zero 2040 GHG emissions target with validation by the Science Based Targets initiative. Following validation of our climate commitments by the Science Based Target initiative (SBTi), Dana initiated a revised validation process for our 2040 net zero target and other climate actions.",,,"We take great pride in collaborating with organizations that are actively making a positive impact in our local communities. It is crucial for us to establish our identity and values within the community, so that we can build strong relationships and effectively contribute towards our shared goals. We celebrate those teams and individuals who come together to build and nurture causes close to their heart and make a positive impact in the places where we do business and call home. These include supporting young students, donating food to local food banks, charity fundraising, cleaning roads and trails in local parks, and partnering with impactful, socially minded organizations.","OnJuly282020Dana Incorporated announced thatitsBoard ofDirectorshasestablished a standingTechnologyandSustainabilityCommitteefocused ontechnological and environmental stewardship. The Technology and Sustainability Committee is responsible for assisting theBoard with oversight relating to innovationnew technologies, [SDG 7, 12, 13]",,"$74\%$ of Dana’s three-year new business backlog comes from innovating next-generation clean-energy technologies including efficient e-propulsion systems, electrodynamic products, thermal management technologies, and metallic bipolar plates for fuel cell applications.","To ensure we reinforce these values clearly and consistently around the world, our Suppliers Code of Business Conduct has been translated into 20 languages and is publicly available on our website. Among a comprehensive list of standards, our code addresses: Respect for People: Inclusion and Diversity Safe and Positive Workplaces Environmental Protection and Sustainability Conflict Minerals and Other Product Origin Obligations Product Safety Gifts, Favors, and Entertainment Conflicts of Interest Negotiating Fairly and Honestly.",Large
34,../data/processed/Auto Manufacturers - Major-Centuria Capital Group-2023 Sustainability Report.txt,56598.0,,651590.0,,,27253.0,,6983.0,,,415.0,,,,,,0.45,,,,,,,,,,,,"In FY23, approximately 2.2MW of solar capacity became operational across the industrial, retail and office portfolios. The Group are committed to continuing to expand the installed solar capacity across assets including a number of solar installations in progress at the time of reporting.",,"Centuria Capital Group has longstanding relationships with local organisations and supports ways in which the community could succeed. This year the Group has introduced additional measures to enhance the community focus in alignment with its values. Community programs are communicated to the Centuria ESG Management Committee, who in turn report to the Culture and ESG Committee. The Group focuses on long term partnerships with key community groups. For specific funds and assets, key community initiatives and programs are selected which either have a direct benefit to the community where the assets are located or support meaningful initiatives that benefit the wider industry. Community programs are run from each State and the New Zealand office, with the ESG Management Committee receiving regular updates on various community programs underway. Each state’s General Manager and Office Manager coordinates the initiatives of the chosen charity and arranges activities such as donations, fundraising and volunteering opportunities.",The Group’s governance framework integrates ESG approaches to create an effective and ethical culture which plays an integral role in supporting the Group's business and helping it deliver on its strategy. The Board is responsible for ensuring the effectiveness of the Group's sustainability framework. Policies and procedures are reviewed regularly and updated in consideration of relevant regulatory changes. This ensures that the Group maintains its responsible business practices as appropriate.,"The Group conducted a gap analysis to identify how Centuria NZ could comply with these reporting regulations. While Centuria NZ ultimately follows the governance and strategy of Centuria Capital Group, the Group will comply with reporting requirements in the countries in which it operates.",,,Small
35,../data/processed/Auto Manufacturers - Major-Elanor Investors Group-2023 ESG Report.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,"Our efforts are categorised under the following: E (environment) – minimising our impact on the planet S (social) – creating stronger communities by giving back to those we operate in and building an inclusive, diverse culture within our company that focuses on the wellbeing of current and future employees. G (governance) – using internal systems and processes to make decisions that supports performance, builds on our integrity and value for our stakeholders.",,"At select assets, solar PV installations at our properties supply energy to the grid serving the whole community. For our own energy consumption, we are utilising Power Purchase Agreements (PPAs) to provide certified green power via an embedded network to our retail tenants. On-site renewable energy generation is being explored across many of our larger assets and we are aligning electricity contract expiries across the entire portfolio to increase scale and position the group for renewable Power Purchase Agreements (PPA’s).",,,"Elanor Investors Group has a Board of Directors that is responsible for establishing a framework of corporate governance, culture, and processes for the Group. As an ASX listed organisation and the holder of an Australian Financial Services License, the Board’s role is to reinforce the confidence of the investment community to support the overall performance of the Group and ultimately increase securityholder value. The governance framework developed is aligned with ASX Corporate Governance Councils Principals of Good Corporate Governance and Best Practice Recommendations and includes the following: WHS Committee, Audit and Risk Committee, Remuneration and Nominations Committee, Independent Compliance Committee, Board and Committee Charters, Corporate Governance Policies.",,,,Medium
36,../data/processed/Auto Parts-Kendrion N.V-2023 Responsibility Report.txt,34255.036,,,,,,,,0.848,,2606.0,,,,,,0.46,,,,,,,,,,,"As per the end of 2023 a relative reduction of energy consumption of $15.31\%$ has been achieved compared with 2018, and a relative reduction of $\mathrm{CO}_{2}$ emission of $22.9\%$ compared with 2018 has been achieved. Since 2015 a relative reduction of $\mathrm{CO}_{2}$ emissions – mostly from energy by production plants – of $56\%$ has been achieved.",,,,The composition of the Supervisory Board reflects a balanced gender participation of two men and two women. Members of the Supervisory Board are independent within the meaning of the Dutch Corporate Governance Code. The members of the Supervisory Board satisfy the statutory requirements concerning the number of supervisory or non-executive functions that they can have with large enterprises. The composition of the Supervisory Board is in line with the Supervisory Board profile as drawn up by the Supervisory Board and the diversity objectives described in the Diversity Policy for the Supervisory Board.,"In anticipation of the upcoming Corporate Sustainability Reporting Directive (CSRD) – with the support of external experts, we have started the process to update our materiality assessment to align with the double materiality approach. As per the new requirements, a CSRD compliant materiality assessment requires a review of material matters that represent relevant impacts of our operations and activities on the environment, people, and their human rights (i.e. impact materiality) and a review of how sustainability and climate impact our operations and activities (i.e. financial materiality). Building on our existing material matters, we have conducted a company analysis, the outcome of which was used to create a long list of topics. The list of topics has been the starting point for our stakeholder dialogue, and initial impact, risk, and opportunity (IRO) collection. The results of the initial IRO collection have been used as input for our subsequent identification of IROs. Identified IROs were evaluated in line with CSRD requirements – and will form the basis for our preliminary materiality matrix needed for the classification of our focus topics. We will continue engaging with our stakeholders and -with the help of external consultants- finalize the assessment and materiality matrix for those areas where interpretations of the CSRD and underlying European Sustainability Reporting Standards (ESRS) were not yet fully clear when preparing for this Annual Integrated Report. We will make the required disclosures in our 2024 Annual Integrated Report, including the finalized CSRD materiality matrix.",,"We require our suppliers to recognize human rights and to ensure that they are not engaged in any violations or abuses. Suppliers must confirm their compliance with the sustainable sourcing standards, including the recognition of human rights, by signing our Supplier Code of Conduct.",Medium
37,../data/processed/Auto Parts-Martinrea International Inc-2023 Sustainability Report.txt,963337.0,,2532000.0,,,270958.0,,1839448.0,0.9,,19000.0,,,1.0,,,0.23600000000000002,,,,,,,,,,,"""We are developing strategies to collect this information. To help to understand our Scope 3 impact (including direct and through the value chain), we utilized the GHG Protocol’s Scope 3 Screening Evaluator, which helped estimate that a large percentage of our Company’s total carbon footprint may come from our supplier’s emissions. To deepen our understanding of our supplier’s emissions, Martinrea launched a comprehensive sustainability survey in 2023 with our primary suppliers to help us determine their impact. We expect to be able to utilize this collected information to help further assess supplier carbon emissions and allow us to provide training to suppliers to help them implement new strategies for emissions reduction.""",,,,"The Board consists of nine directors, seven of whom are independent. The Board has three committees (all committee leaders are independent directors): the Audit Committee, the Human Resources and Compensation Committee (the “Compensation Committee”), and the Corporate Governance and Nomination Committee (“CGNC”). Board Committees are responsible for overseeing the sustainability-related risks and opportunities pertaining to their area of focus.","Our suppliers, contractors and other business partners with whom we do business are also expected to adhere to our standards, including human rights and labour practices. We report annually to our customers on supply chain due diligence and use our International Materials Data System and the Responsible Minerals Initiative to perform due diligence queries of our supply chain. We also launched a comprehensive sustainability survey in 2023 with our main suppliers to help us determine their impact and to assess supplier carbon emissions, allowing us to provide training to suppliers to help them implement new strategies for emissions reduction.","Martinrea incorporates lightweight materials such as high-strength steel, aluminum, or a combination of both, during design which can directly reduce the weight of a vehicle, helping reduce a vehicle’s overall weight and emissions through improved fuel efficiency or driving range per EV charge.",,Large
38,../data/processed/Auto Manufacturers - Major-Subaru Corporation-2023 Sustainability Report.txt,,,11690.0,,0.297,31121000.0,,,,,37521.0,,22.0,,10.4,39000.0,0.07,0.024700000000000003,,,,,,,,,"Towards its target of achieving carbon neutrality, SUBARU has set long-term goals and is working to achieve them with medium-term goals as intermediate milestones. Specifically, in 2023, the medium-term goal for plants and offices (Scope 1 and 2) has been raised to reducing CO2 emissions by 60% in FYE March 2036 versus FYE March 2017. The medium-term goal for products (Scope 3) has been raised to aiming for 50% of Subaru's total global sales to be BEVs in 2030.","For FYE March 2023, SUBARU Group has reported a total of 31,121 thousand t-CO2 of supply chain greenhouse gas emissions (Scope 1, 2, and 3). Out of the total amount, $98\%$ is related to Scope 3, the majority of which stems from the use of sold products.",,,,,,,,Large
39,"../data/processed/Auto Manufacturers - Major-Niu Technologies-2023 Environmental, Social and Governance Report.txt",2957.3729399999997,,,,,1288.0,,,,1.0,550.0,0.25,,,,,0.28,,,1.0,,,,,,,,"NIU is still in the rapid growth stage, hence the challenge in setting the baseline for future emission reduction targets. Stabilizing business and the data accumulated will help us set the baseline for defining emission reduction targets. We aim to identify specific emission reduction targets and disclose Scope 3 emissions in the coming years to drive our efforts towards greater efficiency and sustainability.",,"Our employee recruitment process is conducted fairly, transparently, and openly. We offer equitable employment opportunities to individuals regardless of gender, age, race, religious affiliation, nationality, or disability. We strictly abide by labor regulations and prohibit any form of illegal employment practices, including but not limited to the use of forced labor and child labor. We sign labor contracts with our employees on a voluntary basis in accordance with the law and that our employees have the right to resign at any time after serving reasonable notice and following a transparent resigned process. During the Reporting Period, we did not identify any serious violation of regulations regarding the prohibition of child labor and forced labor within the Company.","Through this platform, NIU fans not only share experiences and insights but also participate in and organize offline community events. This allows them to experience growth and joy while deepening engagement with other community participants.",,Risk management strategies now encompass due diligence for Uyghur forced labor and updated materiality matrices that include EV transition risks.,,"Our suppliers are categorized into three tiers and managed according to the impact components would have on the safe performance of our products. Audits are done annually for tier-1 suppliers, every two years for tier-2 suppliers, and every three years for tier-3 suppliers. We work towards enhancing risk management across the supply chain and regularly assess supplier risks, paying particular attention to the identification and control of environmental and social risks. Additionally, we attach great importance to environmental and social risk management of the supply chain, incorporating the standards and requirements for environmental and social risk management of suppliers into the entire supplier management process, spanning supplier admission, supplier partnerships, and supplier auditing for comprehensive risk control and management.",Medium
40,../data/processed/Auto Parts-Garrett Motion Inc-2023 Sustainability Report.txt,124260.0,,192000.0,178000.0,,41418.0,,10607.0,0.794,,9700.0,0.10300000000000001,31.0,0.13,9.4,,0.228,,,,,,,,,,,"We are on track towards achieving Garrett’s Science Based Target to reduce Scope 1 and Scope 2 GHG emissions to 30,441 tCO2e in 2030 from 56,582 tCO2e in our baseline year, 2019. We reduced Scope 1 and Scope 2 GHG emissions from 42,822 tCO2e in 2022 to 41,418 tCO2e in 2023. When our Science Based Target was set, our targeted Scope 1 and Scope 2 GHG emissions for 2023 was 47,076 tCO2e.",,"Embracing the diverse talents and backgrounds of our global employees is fundamental to Garrett's values. Through our policies and programs, we seek to cultivate an environment where everyone feels involved, supported, respected, and connected, regardless of race, ethnicity, sexual orientation, gender identity, age, abilities and disabilities, or geographic region. We know innovation goes hand in hand with diversity of background and experiences, and we believe it is essential that our colleagues feel safe and achieve their full potential.",,"The Board of Directors (the Board), along with its committees, conducts bi-annual reviews of the company’s annual operating plans and strategic initiatives. These reviews encompass assessments of research and development (R&D) investments in emission-reducing and zeroemission technologies. Additionally, the Board exercises oversight over our environment, social, and governance (ESG) activities, corporate responsibility and sustainability strategy. Starting in 2022, the company strengthened the ESG governance by providing revised committee charters to reflect risk oversight responsibility by the Board and its committees for ESG-related matters.","Starting in 2024, we have incorporated a new set of inquiries into the supplier questionnaire, addressing the human rights actions and impacts of our suppliers.",,,Large
41,../data/processed/Auto Manufacturers - Major-BMW AG-2019 Sustainable Value Report.txt,5226227.0,,5417428.0,3578497.0,,,0.3,780911.0,,0.96,133778.0,0.034,,,79.2,,0.163,,,,2.0,28000000.0,,,33.07369102689587,146160.0,,"In recent years, we have steadily reduced the CO2 emissions of our vehicle fleet and achieved a decrease of around 40 per cent between 1990 and 2019. In 2020, we will once again lower our carbon emissions in Europe significantly, with a decrease of around 20 per cent from the previous year. This means we plan to meet Europe’s ambitious CO2 targets for 2020 and 2021. One factor in achieving this is to inspire more customers to drive electric vehicles and plug-in hybrids. This accounts for about two-thirds of the reduction. The remaining third will come from further efficiency measures for our conventional engines.",,"Our occupational health and safety concept therefore includes a holistic health management programme, occupational safety and ergonomics, ageing-appropriate work systems and a wide variety of healthy food in our canteens. With our “Today for Tomorrow $>\mathrm{NEXT^{\prime\prime}} $, programme we are helping to ensure that our employees remain healthy and able to work as they age. The programme focuses on muscular-skeletal disease as well as physical indications. It includes measures in the four action areas of prevention, ergonomics, management of employees’ work, and leadership.","The BMW Group will continue to engage in corporate citizenship activities worldwide in the future. In order to make the activities of the company and individual employees transparent, we will be bringing all activities together on a single platform. This will also make it easier to directly contact the people responsible for the projects. In addition, we want to foster employee involvement in our corporate citizenship activities by providing a platform for them to engage in voluntary work in their free time. With this in mind, an intranet platform was established at the end of 2019 that pulls together all of the key information on social responsibility at the BMW Group. In line with the motto “inform, inspire, connect”, employees can pre­ sent their initiatives on the platform and engage in exchange with their colleagues. The company also uses the platform to inform the general works council about ongoing initiatives and projects.",,,,,Large
42,../data/processed/Auto Parts-Linamar Corp-2022 Sustainability Report.txt,2011327.9749999999,,1289.44,,,474869.0,,58009.36,0.7979,,31500.0,,,,,,,,,,,,,,,,,,,,"In 2021, Linamar partnered with Wellington-Dufferin-Guelph Public Health to coordinate a public vaccination clinic and publish a guide to launching a vaccination site for use by other organizations. This led to tremendous success and Linamar administered ${>}57{,}000$ vaccine doses in the community. Linamar’s latest commitment to community healthcare is focused on the critical issues of Youth Mental Health. Initiating in 2022, Linamar has pledged $\$1.50$ to The Grove Youth Wellness Hubs Ontario. The Grove’s initiative gives youth new skills, tools, and ways to reach out for support. inamar has deep roots in our community. We believe that it is our responsibility to use our platform and position to affect real, positive and tangible change to the lives of people we directly impact.","Linamar’s Board of Directors has responsibility and oversight of the Sustainability programs and Governance policies. Linamar’s Board also recognizes the importance of ESG and Sustainability issues for the future of our company, our people, our customers, and our communities. These issues need to be addressed from the most senior levels of influence within the company, and as such, Sustainability issues are a regular topic of Board discussions. Our Board also recognizes the importance of ESG and Sustainability issues for the future of our company, our people, our customers, and our communities. These issues need to be addressed from the most senior levels of influence within the company, and as such, Sustainability issues are a regular topic of Board discussions.",,,,Large
43,../data/processed/Auto Parts-Aptiv-2023 Sustainability Summary Report.txt,,,,,,,,35000.0,0.84,,200000.0,,,0.143,2.105,,0.24,0.43,,1.0,,,,,,,,,,,This initiative also employed 450 members of the Rarámuri Indigenous communities and provided essential education about soil and water conservation techniques. Partnering with Indigenous communities ensures that such projects will have a greater impact over the long term by providing skills that can be used for years to come.,"Our Board shares Aptiv’s mission, values and commitment to sustainability and helps ensure that we appropriately evaluate, manage and mitigate risk by providing strategic guidance and overseeing performance. We believe an experienced, diverse and engaged Board of Directors is the bedrock of good governance and corporate responsibility. Diversity in our Board is a top priority for Aptiv — diversity in gender, race and ethnicity, but also in perspectives, skills, experiences and background.","In 2022, Aptiv refreshed our materiality assessment to ensure that our sustainability strategy continues to align well with the ESG topics that are most important to our business and our stakeholders. This process of regular engagement provides valuable insights that are used to refine our efforts as our sustainability strategy evolves.",,"Aptiv’s Code of Conduct for Business Partners or their own similar code Standard-setting for Aptiv’s supply chain on fundamental ESG principles. Further, during our selection of new suppliers and throughout our relationship with them, we screen and monitor for various supply chain risks. In addition, we are focusing on ways to analyze risks in real time, which will allow us to address them more proactively.",Large
44,../data/processed/Auto Parts-Allison Transmission-2023 Corporate Social Responsibility Report.txt,498233.05555555556,,397823.87,,,164103.0,,,0.99,,,,1.0,,,,,,,,,,,,,,"As the industry prepares for upcoming changes to emissions regulations in 2027, Allison is deeply committed to providing our original equipment manufacturer (OEM) partners and fleet customers with a broad portfolio of propulsion solutions designed to reduce emissions and meet their unique needs. This will involve continued advancements to our conventional fully automatic transmissions to provide an ideal blend of fuel economy and efficiency, collaborating with OEMs to pair our fuel-agnostic transmissions with engines powered by alternative fuels, offering our eGen Flex® electric hybrid system, as well as continuing to expand the eGen Power® family of fully electric axles to plan for a future of electric vehicles.",,"In the report, Allison mentions details on its energy sources, such as utilizing renewable-powered landscape and parking lot lighting in some U.S. locations and generating approximately 10% of power at its global headquarters from renewable energy sources. International sites, such as those in India, utilized nearly 50% of power in 2023 from renewable energy.","The health and safety of employees and visitors is a guiding principle of Allison Transmission. Allison has in place a wide variety of measures, including training and reporting mechanisms, to ensure that its employees remain as safe as possible. The company focuses on leading and lagging indicators to continually improve its processes. This includes identifying unsafe behaviors and conditions, reporting and investigating injury and near-miss incidents, using the hierarchy of controls method to prevent incidents from reoccurring, identifying and correcting employee safety concerns, following a management of change process for all new and relocated equipment and processes, and identifying and reducing risk. The company is continuously improving its processes and programs to increase safety standards globally.",,"Allison is led by a 10-person Board of Directors, which is ethnically diverse and includes two women. Nine of the directors are considered independent under U.S. Securities and Exchange Commission (SEC) guidelines.",,,"To ensure that Allison's suppliers are operating in a manner consistent with the values of the company and its customers, Allison has adopted a Supplier Code of Conduct. This Code includes guidelines that reflect the company's core values and the principles of the U.N. Global Compact and the U.N. Universal Declaration of Human Rights. Specific topics addressed in the Supplier Code of Conduct encompass human rights, including forced labor and child labor, human trafficking, labor rights, freedom of association, health and safety, anti-corruption, ethical behavior and environmental performance.",Medium
45,../data/processed/Auto Manufacturers - Major-Electrameccanica Vehicles Corp. Ltd-2021 Sustainability Report.txt,806.9444444444445,,,,,233.0,,,,,213.0,,,,,,,,,,,,,,,,"ElectraMeccanica is committed to reducing carbon emissions and has dedicated resources to tracking and reporting annual energy consumption in our operations value chain. To ensure we are providing high quality disclosures, ElectraMeccanica has retained the support of a consultant to guide us in measuring and calculating our environmental metrics each year, including energy consumption and GHG emissions for inclusion in this Report. Specific short-term and long-term reduction targets are being developed as we obtain year over year tracking data for our operations and from partners in our supply chain.",,"ElectraMeccanica has chosen to enroll in the SRP Solar ChoiceTM program with Salt River Project, a community-based not-for-profit water and energy provider serving central Arizona. With this program solar energy is purchased from Arizona solar farms to offset GHG emissions associated with electricity use at our facilities. This utility-scale solar program supports more solar development and cleaner energy in Arizona by adding renewable energy to the shared grid, thus reducing the average GHG emissions per kWh generated.","The health and wellbeing of our employees is important to us, which is why a resource portal to assist with mental, physical, financial, and social support has been added along with other employee assistance programs. During work, employees are permitted by Company policy to refuse tasks that they deem unsafe. ElectraMeccanica also has an independent confidential reporting line which allows anonymous reports to be made by employees. If this occurs, an investigation of the work by the requisite employee Supervisor and Human Resources is conducted.",,"Our multifaceted Board of Directors consists of both males and females from diverse international backgrounds and business sectors, including automotive, law, politics, finance, public markets, and accounting. 100% of Governance Body is over 50 years of age. The publicly available Board of Directors' Mandate and certain related corporate governance charters, policies and guidelines include risk management and policy development to address business risk planning and prevention. To further our commitment to mitigating climate risks, we will perform a more in-depth assessment in subsequent years to further develop these and other specific risks and opportunities that impact ElectraMeccanica's business.","""Our Key Concerns In this second annual sustainability report based on the GRl Core option, ElectraMeccanica has continued to use the ten reporting principles as outlined in the GRl standard. In 2020, ElectraMeccanica identified all possible internal and external stakeholders and leveraged their feedback to carry out a materiality assessment. The results of the materiality assessment are considered throughout this Report. The stakeholder analysis process included: identifying both internal and external stakeholders; assessing the nature of each stakeholder's influence and viewpoint; and constructing a matrix to identify stakeholder influence and priorities. This method allowed ElectraMeccanica to compile a list of stakeholders that could fully capture stakeholder interests in the Company.""",,"Screening suppliers helps mitigate significant risk and ensures that organizations are implementing socially responsible policies. In 2021, ElectraMeccanica began contract negotiations with EcoVadis to audit suppliers for sustainability criteria. This system will allow for greater transparency as we begin sourcing parts and materials from North America instead of exclusively from Asia. Concurrently, we continue to develop internal social and environmental supplier screening criteria.",Small
46,../data/processed/Auto Manufacturers - Major-Ferrari N.V-2023 Responsibility Report.txt,422222.22,,791.3,,,77691.0,,8821.0,1.0,,4988.0,0.049,7.0,0.9,27.1,,0.157,,,,,,,,,,,"The Scope 3 emissions reduction target of at least an average of $40\%$ per car by 2030 will be achieved, given current technology, through: 1 Electrification for the vehicle use phase, expanding our offering of hybrid and electric models, thereby reducing by 2030 at least an average of $50\%$ ${\tt C O}_{2\tt e q}$ emissions per car; 2 Use, among others, of recycled aluminum to reduce by 2030 at least an average of 30% CO2eq emissions per car to counteract the impact of mostly battery modules which will otherwise increase raw materials emissions.",,,,,,,"In 2021, we quantify our ${\tt C O}_{2\tt e q}$ emissions along the whole value chain. Indirect upstream GHG emissions, which accounts for about $55\%$ of our total emissions, relates mainly to our supply chain procurement process. In particular, the majority of this stream comes from raw material extraction and component production. For this reason, we are developing engagement activities and partnerships with our suppliers to identify effective solutions to reduce GHG emissions and to drive the low-carbon transition. We continue a structured engagement of our supplier base (both Tier 1 and Tier 2 suppliers) to collect qualitative and quantitative information regarding the climate change impacts of their activities, specifically through Life Cycle Assessments, and to investigate their maturity on environmental issues through the definition of a rating. The information collected allows us to identify the activities to be implemented to raise awareness among our suppliers.",Medium
47,../data/processed/Auto Parts-Douglas Dynamics Inc-2022 ESG Report.txt,104091.38888888889,,20.85,,,,,1658.3,,,1886.0,0.19,143.0,,,,0.13,0.31,,,,,,,,,,,"At our manufacturing facility in Rockland, we have converted 362 fixtures to LED since 2017, which has led to a savings of $25,000 annually. We also upgraded our AR 653 Compressor, changing the distribution of the two existing electrical services. These changes reduced peak loading charges, saving 598,373 kWh annually.","Throughout all Douglas Dynamics facilities, our primary safety metric is the Days Away, Restricted or Transferred (DART) rate. We have an internal DART rate target that we are working toward, and we are in the process of developing additional health and safety targets. We work with ergonomic consultants to analyze our work processes and make improvements to reduce strains and sprains incurred by employees. These improvements in processes include incorporating more mechanical lifting instead of manual lifting, better matching of employees to the job being performed, and providing stretching and exercise time.",,,,,,Medium
